starttime	seconds	ctime	dtime	ttime	wait
Sun Sep 03 19:53:00 2023	1693741980	1	627	628	627
Sun Sep 03 19:53:00 2023	1693741980	0	628	628	628
Sun Sep 03 19:53:07 2023	1693741987	0	628	628	628
Sun Sep 03 19:53:01 2023	1693741981	0	628	629	628
Sun Sep 03 19:53:00 2023	1693741980	0	628	629	628
Sun Sep 03 19:53:06 2023	1693741986	0	628	629	628
Sun Sep 03 19:53:08 2023	1693741988	0	629	629	628
Sun Sep 03 19:53:07 2023	1693741987	0	628	629	628
Sun Sep 03 19:53:06 2023	1693741986	0	629	629	628
Sun Sep 03 19:53:06 2023	1693741986	0	629	629	629
Sun Sep 03 19:53:05 2023	1693741985	0	629	630	626
Sun Sep 03 19:53:03 2023	1693741983	0	630	630	629
Sun Sep 03 19:53:00 2023	1693741980	0	630	630	629
Sun Sep 03 19:53:07 2023	1693741987	0	630	630	630
Sun Sep 03 19:53:00 2023	1693741980	0	630	630	630
Sun Sep 03 19:53:07 2023	1693741987	0	630	630	630
Sun Sep 03 19:53:04 2023	1693741984	0	630	630	629
Sun Sep 03 19:53:01 2023	1693741981	1	629	630	629
Sun Sep 03 19:53:07 2023	1693741987	0	631	631	630
Sun Sep 03 19:53:00 2023	1693741980	0	631	631	631
Sun Sep 03 19:53:05 2023	1693741985	0	631	631	630
Sun Sep 03 19:53:07 2023	1693741987	0	631	631	631
Sun Sep 03 19:53:03 2023	1693741983	0	631	632	631
Sun Sep 03 19:52:59 2023	1693741979	0	631	632	631
Sun Sep 03 19:53:04 2023	1693741984	0	631	632	631
Sun Sep 03 19:53:07 2023	1693741987	1	631	632	630
Sun Sep 03 19:53:08 2023	1693741988	0	632	632	631
Sun Sep 03 19:53:07 2023	1693741987	0	632	632	632
Sun Sep 03 19:53:07 2023	1693741987	0	632	632	632
Sun Sep 03 19:53:05 2023	1693741985	0	632	633	632
Sun Sep 03 19:53:06 2023	1693741986	0	632	633	632
Sun Sep 03 19:53:07 2023	1693741987	0	633	633	631
Sun Sep 03 19:53:07 2023	1693741987	0	633	633	632
Sun Sep 03 19:53:00 2023	1693741980	1	633	633	632
Sun Sep 03 19:53:05 2023	1693741985	0	633	633	632
Sun Sep 03 19:53:04 2023	1693741984	0	633	634	633
Sun Sep 03 19:53:06 2023	1693741986	0	633	634	633
Sun Sep 03 19:53:03 2023	1693741983	0	634	634	633
Sun Sep 03 19:53:07 2023	1693741987	0	634	634	633
Sun Sep 03 19:53:00 2023	1693741980	0	634	634	633
Sun Sep 03 19:52:59 2023	1693741979	0	634	634	634
Sun Sep 03 19:53:05 2023	1693741985	0	634	634	633
Sun Sep 03 19:53:07 2023	1693741987	0	634	634	634
Sun Sep 03 19:53:07 2023	1693741987	0	634	635	633
Sun Sep 03 19:53:03 2023	1693741983	0	635	635	634
Sun Sep 03 19:53:06 2023	1693741986	0	635	635	634
Sun Sep 03 19:52:59 2023	1693741979	0	635	635	634
Sun Sep 03 19:53:07 2023	1693741987	0	635	635	634
Sun Sep 03 19:53:04 2023	1693741984	0	635	635	635
