starttime	seconds	ctime	dtime	ttime	wait
Sun Sep 03 19:53:01 2023	1693741981	0	635	635	635
Sun Sep 03 19:53:01 2023	1693741981	0	635	635	635
Sun Sep 03 19:53:08 2023	1693741988	0	635	636	635
Sun Sep 03 19:53:01 2023	1693741981	0	636	636	635
Sun Sep 03 19:52:59 2023	1693741979	0	636	636	636
Sun Sep 03 19:53:07 2023	1693741987	0	636	636	636
Sun Sep 03 19:53:04 2023	1693741984	0	636	637	636
Sun Sep 03 19:53:05 2023	1693741985	0	637	637	636
Sun Sep 03 19:52:59 2023	1693741979	0	637	637	636
Sun Sep 03 19:53:05 2023	1693741985	0	637	637	636
Sun Sep 03 19:53:03 2023	1693741983	0	637	637	636
Sun Sep 03 19:53:06 2023	1693741986	0	637	637	636
Sun Sep 03 19:53:06 2023	1693741986	0	638	638	637
Sun Sep 03 19:53:03 2023	1693741983	0	638	638	637
Sun Sep 03 19:53:01 2023	1693741981	0	638	638	638
Sun Sep 03 19:53:06 2023	1693741986	0	638	638	638
Sun Sep 03 19:53:07 2023	1693741987	0	638	638	638
Sun Sep 03 19:53:07 2023	1693741987	0	639	639	638
Sun Sep 03 19:53:04 2023	1693741984	0	639	639	638
Sun Sep 03 19:53:07 2023	1693741987	0	639	639	638
Sun Sep 03 19:53:07 2023	1693741987	0	639	639	639
Sun Sep 03 19:53:01 2023	1693741981	0	639	639	639
Sun Sep 03 19:53:06 2023	1693741986	0	639	639	639
Sun Sep 03 19:52:58 2023	1693741978	0	639	639	639
Sun Sep 03 19:53:07 2023	1693741987	0	639	640	639
Sun Sep 03 19:53:00 2023	1693741980	0	640	640	640
Sun Sep 03 19:52:59 2023	1693741979	0	640	640	640
Sun Sep 03 19:53:03 2023	1693741983	0	640	640	640
Sun Sep 03 19:53:01 2023	1693741981	0	640	640	640
Sun Sep 03 19:53:00 2023	1693741980	0	640	640	640
Sun Sep 03 19:52:59 2023	1693741979	2	638	640	637
Sun Sep 03 19:53:06 2023	1693741986	0	640	641	640
Sun Sep 03 19:53:00 2023	1693741980	0	641	641	640
Sun Sep 03 19:53:07 2023	1693741987	0	641	641	640
Sun Sep 03 19:53:07 2023	1693741987	0	641	641	640
Sun Sep 03 19:53:00 2023	1693741980	0	641	641	640
Sun Sep 03 19:53:05 2023	1693741985	0	641	641	640
Sun Sep 03 19:53:07 2023	1693741987	0	641	641	640
Sun Sep 03 19:53:08 2023	1693741988	0	641	642	641
Sun Sep 03 19:53:00 2023	1693741980	0	641	642	641
Sun Sep 03 19:53:00 2023	1693741980	0	642	642	641
Sun Sep 03 19:53:05 2023	1693741985	0	642	642	641
Sun Sep 03 19:53:07 2023	1693741987	0	642	642	641
Sun Sep 03 19:53:07 2023	1693741987	0	642	642	642
Sun Sep 03 19:53:00 2023	1693741980	0	642	642	641
Sun Sep 03 19:53:00 2023	1693741980	0	642	642	642
Sun Sep 03 19:53:07 2023	1693741987	0	642	642	642
Sun Sep 03 19:53:06 2023	1693741986	0	643	643	642
Sun Sep 03 19:53:07 2023	1693741987	0	643	643	642
Sun Sep 03 19:53:00 2023	1693741980	0	643	643	643
Sun Sep 03 19:53:08 2023	1693741988	0	643	643	643
Sun Sep 03 19:53:00 2023	1693741980	0	643	644	643
Sun Sep 03 19:53:06 2023	1693741986	0	643	644	643
Sun Sep 03 19:53:04 2023	1693741984	0	644	644	643
Sun Sep 03 19:53:03 2023	1693741983	0	644	644	643
Sun Sep 03 19:53:04 2023	1693741984	0	644	644	643
Sun Sep 03 19:53:01 2023	1693741981	0	644	644	643
Sun Sep 03 19:53:08 2023	1693741988	0	644	644	644
Sun Sep 03 19:53:07 2023	1693741987	0	644	644	644
Sun Sep 03 19:53:01 2023	1693741981	0	644	644	644
Sun Sep 03 19:53:03 2023	1693741983	0	644	645	644
Sun Sep 03 19:53:04 2023	1693741984	0	644	645	644
Sun Sep 03 19:53:01 2023	1693741981	1	644	645	644
Sun Sep 03 19:53:04 2023	1693741984	0	644	645	643
Sun Sep 03 19:52:59 2023	1693741979	0	645	645	644
Sun Sep 03 19:53:04 2023	1693741984	0	645	645	645
Sun Sep 03 19:53:03 2023	1693741983	0	645	645	644
Sun Sep 03 19:53:01 2023	1693741981	0	645	645	645
Sun Sep 03 19:53:07 2023	1693741987	0	646	646	645
Sun Sep 03 19:53:03 2023	1693741983	0	646	646	645
Sun Sep 03 19:52:59 2023	1693741979	0	646	646	646
Sun Sep 03 19:53:01 2023	1693741981	0	646	646	646
Sun Sep 03 19:53:04 2023	1693741984	0	646	646	646
Sun Sep 03 19:53:04 2023	1693741984	0	646	647	642
Sun Sep 03 19:53:06 2023	1693741986	0	647	647	646
Sun Sep 03 19:53:06 2023	1693741986	0	647	647	647
Sun Sep 03 19:53:06 2023	1693741986	0	647	647	647
Sun Sep 03 19:53:01 2023	1693741981	0	647	647	647
Sun Sep 03 19:53:00 2023	1693741980	0	647	648	647
Sun Sep 03 19:53:02 2023	1693741982	0	648	648	647
Sun Sep 03 19:53:00 2023	1693741980	0	648	648	647
Sun Sep 03 19:53:04 2023	1693741984	0	648	648	648
Sun Sep 03 19:53:04 2023	1693741984	0	648	649	648
Sun Sep 03 19:53:03 2023	1693741983	0	648	649	648
Sun Sep 03 19:53:01 2023	1693741981	0	649	649	648
Sun Sep 03 19:53:00 2023	1693741980	0	649	649	649
Sun Sep 03 19:53:01 2023	1693741981	0	649	649	648
Sun Sep 03 19:53:06 2023	1693741986	0	649	649	649
Sun Sep 03 19:53:06 2023	1693741986	0	649	649	649
Sun Sep 03 19:53:04 2023	1693741984	0	649	649	649
Sun Sep 03 19:52:59 2023	1693741979	0	649	649	649
Sun Sep 03 19:52:59 2023	1693741979	0	649	650	649
Sun Sep 03 19:53:03 2023	1693741983	0	649	650	649
Sun Sep 03 19:53:03 2023	1693741983	0	649	650	649
Sun Sep 03 19:53:04 2023	1693741984	0	650	650	649
Sun Sep 03 19:53:00 2023	1693741980	0	650	650	649
Sun Sep 03 19:53:07 2023	1693741987	0	650	650	649
Sun Sep 03 19:53:03 2023	1693741983	0	650	650	649
Sun Sep 03 19:52:59 2023	1693741979	0	651	651	650
Sun Sep 03 19:53:07 2023	1693741987	0	651	651	651
Sun Sep 03 19:53:07 2023	1693741987	0	651	651	651
Sun Sep 03 19:53:07 2023	1693741987	0	651	652	651
Sun Sep 03 19:53:06 2023	1693741986	0	652	652	652
Sun Sep 03 19:53:07 2023	1693741987	0	652	653	652
Sun Sep 03 19:53:07 2023	1693741987	0	652	653	652
Sun Sep 03 19:53:04 2023	1693741984	0	653	653	652
Sun Sep 03 19:53:04 2023	1693741984	0	653	653	651
Sun Sep 03 19:53:03 2023	1693741983	0	653	653	653
Sun Sep 03 19:53:01 2023	1693741981	0	653	654	653
Sun Sep 03 19:53:03 2023	1693741983	0	653	654	652
Sun Sep 03 19:53:01 2023	1693741981	0	654	654	653
Sun Sep 03 19:53:03 2023	1693741983	1	653	654	653
Sun Sep 03 19:53:03 2023	1693741983	0	654	654	653
Sun Sep 03 19:53:03 2023	1693741983	0	654	654	653
Sun Sep 03 19:53:03 2023	1693741983	1	654	655	653
Sun Sep 03 19:53:04 2023	1693741984	0	655	655	654
Sun Sep 03 19:53:01 2023	1693741981	0	655	655	654
Sun Sep 03 19:53:03 2023	1693741983	0	655	655	654
Sun Sep 03 19:53:06 2023	1693741986	0	655	655	654
Sun Sep 03 19:53:02 2023	1693741982	0	655	655	654
Sun Sep 03 19:52:59 2023	1693741979	0	656	656	655
Sun Sep 03 19:52:59 2023	1693741979	0	656	656	655
Sun Sep 03 19:53:01 2023	1693741981	0	656	656	655
Sun Sep 03 19:53:01 2023	1693741981	0	656	656	655
Sun Sep 03 19:53:01 2023	1693741981	0	656	656	656
Sun Sep 03 19:53:01 2023	1693741981	0	656	656	655
Sun Sep 03 19:53:03 2023	1693741983	0	656	656	656
Sun Sep 03 19:52:59 2023	1693741979	7	650	656	649
Sun Sep 03 19:53:02 2023	1693741982	0	656	656	656
Sun Sep 03 19:53:04 2023	1693741984	0	656	657	655
Sun Sep 03 19:53:02 2023	1693741982	0	657	657	656
Sun Sep 03 19:53:01 2023	1693741981	0	657	657	655
Sun Sep 03 19:53:03 2023	1693741983	0	657	657	655
Sun Sep 03 19:53:01 2023	1693741981	0	657	657	656
Sun Sep 03 19:53:00 2023	1693741980	0	657	657	657
Sun Sep 03 19:53:01 2023	1693741981	0	657	657	657
Sun Sep 03 19:52:59 2023	1693741979	0	658	658	657
Sun Sep 03 19:53:01 2023	1693741981	0	658	658	657
Sun Sep 03 19:52:59 2023	1693741979	0	658	658	658
Sun Sep 03 19:53:03 2023	1693741983	0	658	658	656
Sun Sep 03 19:53:01 2023	1693741981	0	658	658	658
Sun Sep 03 19:52:59 2023	1693741979	0	659	659	658
Sun Sep 03 19:53:00 2023	1693741980	0	660	660	659
Sun Sep 03 19:52:58 2023	1693741978	0	660	660	660
Sun Sep 03 19:53:03 2023	1693741983	0	660	661	660
Sun Sep 03 19:53:01 2023	1693741981	0	661	661	661
Sun Sep 03 19:53:01 2023	1693741981	0	661	661	661
Sun Sep 03 19:53:06 2023	1693741986	0	661	662	661
Sun Sep 03 19:53:02 2023	1693741982	0	662	662	661
Sun Sep 03 19:53:03 2023	1693741983	0	662	662	661
Sun Sep 03 19:53:03 2023	1693741983	0	662	662	661
Sun Sep 03 19:53:03 2023	1693741983	0	662	663	662
Sun Sep 03 19:53:00 2023	1693741980	0	662	663	661
Sun Sep 03 19:53:06 2023	1693741986	0	663	663	662
Sun Sep 03 19:52:59 2023	1693741979	0	664	664	663
Sun Sep 03 19:53:03 2023	1693741983	0	664	664	664
Sun Sep 03 19:53:02 2023	1693741982	0	664	664	663
Sun Sep 03 19:52:59 2023	1693741979	0	665	665	664
Sun Sep 03 19:52:59 2023	1693741979	0	665	665	665
Sun Sep 03 19:52:59 2023	1693741979	0	665	665	665
Sun Sep 03 19:53:06 2023	1693741986	0	665	666	664
Sun Sep 03 19:53:03 2023	1693741983	0	666	666	665
Sun Sep 03 19:53:00 2023	1693741980	0	666	666	666
Sun Sep 03 19:53:02 2023	1693741982	0	667	667	664
Sun Sep 03 19:53:02 2023	1693741982	0	667	667	666
Sun Sep 03 19:53:02 2023	1693741982	0	667	667	666
Sun Sep 03 19:53:02 2023	1693741982	0	668	668	667
Sun Sep 03 19:53:02 2023	1693741982	0	669	669	669
Sun Sep 03 19:52:59 2023	1693741979	0	670	670	669
Sun Sep 03 19:53:02 2023	1693741982	0	670	670	669
Sun Sep 03 19:53:03 2023	1693741983	0	670	670	670
Sun Sep 03 19:53:02 2023	1693741982	0	670	670	669
Sun Sep 03 19:52:59 2023	1693741979	0	670	671	669
Sun Sep 03 19:53:04 2023	1693741984	0	671	671	670
Sun Sep 03 19:53:02 2023	1693741982	0	671	671	671
Sun Sep 03 19:53:02 2023	1693741982	0	671	672	671
Sun Sep 03 19:53:02 2023	1693741982	0	672	672	672
Sun Sep 03 19:52:59 2023	1693741979	0	672	672	671
Sun Sep 03 19:52:59 2023	1693741979	0	674	674	673
Sun Sep 03 19:52:59 2023	1693741979	0	674	674	672
Sun Sep 03 19:53:02 2023	1693741982	3	671	674	671
Sun Sep 03 19:53:07 2023	1693741987	0	674	674	673
Sun Sep 03 19:53:02 2023	1693741982	0	674	674	674
Sun Sep 03 19:53:00 2023	1693741980	0	675	675	674
Sun Sep 03 19:52:59 2023	1693741979	0	675	675	671
Sun Sep 03 19:53:00 2023	1693741980	0	675	675	674
Sun Sep 03 19:53:02 2023	1693741982	0	675	676	675
Sun Sep 03 19:53:02 2023	1693741982	0	676	676	675
Sun Sep 03 19:52:59 2023	1693741979	0	676	676	675
Sun Sep 03 19:53:01 2023	1693741981	0	676	676	675
Sun Sep 03 19:53:02 2023	1693741982	0	677	677	676
Sun Sep 03 19:53:02 2023	1693741982	0	677	677	676
Sun Sep 03 19:52:59 2023	1693741979	0	678	678	677
Sun Sep 03 19:53:06 2023	1693741986	0	678	678	678
Sun Sep 03 19:53:02 2023	1693741982	0	678	678	678
Sun Sep 03 19:52:59 2023	1693741979	0	678	678	677
Sun Sep 03 19:52:59 2023	1693741979	0	678	679	677
Sun Sep 03 19:53:02 2023	1693741982	0	679	679	678
Sun Sep 03 19:52:59 2023	1693741979	0	679	679	678
Sun Sep 03 19:53:02 2023	1693741982	0	680	680	679
Sun Sep 03 19:53:07 2023	1693741987	0	680	680	680
Sun Sep 03 19:53:01 2023	1693741981	0	680	681	677
Sun Sep 03 19:53:02 2023	1693741982	0	681	681	681
Sun Sep 03 19:53:02 2023	1693741982	0	683	683	683
Sun Sep 03 19:52:59 2023	1693741979	0	684	684	683
Sun Sep 03 19:52:59 2023	1693741979	0	684	684	683
Sun Sep 03 19:53:00 2023	1693741980	0	683	684	682
Sun Sep 03 19:53:02 2023	1693741982	0	684	684	683
Sun Sep 03 19:53:02 2023	1693741982	0	685	685	684
Sun Sep 03 19:53:02 2023	1693741982	0	685	685	685
Sun Sep 03 19:52:59 2023	1693741979	0	685	686	685
Sun Sep 03 19:53:02 2023	1693741982	0	686	686	685
Sun Sep 03 19:53:06 2023	1693741986	0	687	687	686
Sun Sep 03 19:53:01 2023	1693741981	0	687	687	686
Sun Sep 03 19:53:02 2023	1693741982	0	687	687	686
Sun Sep 03 19:52:59 2023	1693741979	0	687	687	685
Sun Sep 03 19:53:02 2023	1693741982	0	688	688	687
Sun Sep 03 19:53:02 2023	1693741982	0	689	689	688
Sun Sep 03 19:53:02 2023	1693741982	0	689	689	688
Sun Sep 03 19:53:02 2023	1693741982	0	689	689	688
Sun Sep 03 19:53:02 2023	1693741982	0	689	689	689
Sun Sep 03 19:53:02 2023	1693741982	0	691	691	691
Sun Sep 03 19:53:02 2023	1693741982	0	691	691	691
Sun Sep 03 19:53:02 2023	1693741982	0	692	692	691
Sun Sep 03 19:53:00 2023	1693741980	0	692	692	692
Sun Sep 03 19:52:58 2023	1693741978	3	693	696	692
Sun Sep 03 19:53:02 2023	1693741982	0	696	697	696
Sun Sep 03 19:53:03 2023	1693741983	0	698	698	697
Sun Sep 03 19:53:02 2023	1693741982	0	698	699	698
Sun Sep 03 19:53:02 2023	1693741982	0	699	699	698
Sun Sep 03 19:53:02 2023	1693741982	0	699	700	699
Sun Sep 03 19:53:02 2023	1693741982	0	700	700	699
Sun Sep 03 19:53:02 2023	1693741982	0	700	700	699
Sun Sep 03 19:53:02 2023	1693741982	0	700	700	699
Sun Sep 03 19:53:02 2023	1693741982	0	701	701	700
Sun Sep 03 19:53:02 2023	1693741982	0	701	701	701
Sun Sep 03 19:53:00 2023	1693741980	0	702	702	701
Sun Sep 03 19:53:02 2023	1693741982	0	702	703	702
Sun Sep 03 19:53:02 2023	1693741982	0	703	703	702
Sun Sep 03 19:53:02 2023	1693741982	0	704	704	703
Sun Sep 03 19:53:02 2023	1693741982	0	705	705	704
Sun Sep 03 19:52:59 2023	1693741979	0	705	705	701
Sun Sep 03 19:52:58 2023	1693741978	0	705	706	705
Sun Sep 03 19:52:58 2023	1693741978	3	703	706	703
Sun Sep 03 19:53:02 2023	1693741982	0	707	707	707
Sun Sep 03 19:52:58 2023	1693741978	3	705	708	704
Sun Sep 03 19:52:58 2023	1693741978	0	708	708	707
Sun Sep 03 19:53:03 2023	1693741983	0	712	713	711
Sun Sep 03 19:53:02 2023	1693741982	0	713	713	711
Sun Sep 03 19:52:58 2023	1693741978	3	711	714	711
Sun Sep 03 19:53:03 2023	1693741983	0	717	718	717
Sun Sep 03 19:52:58 2023	1693741978	3	715	718	715
Sun Sep 03 19:52:58 2023	1693741978	3	723	726	722
Sun Sep 03 19:52:58 2023	1693741978	3	738	741	735
Sun Sep 03 19:52:58 2023	1693741978	0	744	744	742
Sun Sep 03 19:52:58 2023	1693741978	3	741	744	741
Sun Sep 03 19:52:58 2023	1693741978	0	745	745	743
Sun Sep 03 19:52:58 2023	1693741978	3	744	747	743
Sun Sep 03 19:52:58 2023	1693741978	3	745	748	744
Sun Sep 03 19:52:58 2023	1693741978	3	758	761	758
Sun Sep 03 19:52:58 2023	1693741978	3	773	776	773
Sun Sep 03 19:52:58 2023	1693741978	3	789	791	788
Sun Sep 03 19:52:58 2023	1693741978	3	790	794	790
