starttime	seconds	ctime	dtime	ttime	wait
Sun Sep 03 19:50:25 2023	1693741825	0	482	482	482
Sun Sep 03 19:50:28 2023	1693741828	0	482	482	482
Sun Sep 03 19:50:26 2023	1693741826	0	482	482	482
Sun Sep 03 19:50:26 2023	1693741826	0	482	482	482
Sun Sep 03 19:50:30 2023	1693741830	0	482	482	482
Sun Sep 03 19:50:26 2023	1693741826	1	482	482	481
Sun Sep 03 19:50:27 2023	1693741827	0	482	483	482
Sun Sep 03 19:50:31 2023	1693741831	0	482	483	482
Sun Sep 03 19:50:26 2023	1693741826	0	483	483	482
Sun Sep 03 19:50:26 2023	1693741826	0	483	483	482
Sun Sep 03 19:50:25 2023	1693741825	0	483	483	482
Sun Sep 03 19:50:30 2023	1693741830	0	483	483	482
Sun Sep 03 19:50:30 2023	1693741830	0	483	483	482
Sun Sep 03 19:50:26 2023	1693741826	0	483	483	482
Sun Sep 03 19:50:26 2023	1693741826	0	483	483	482
Sun Sep 03 19:50:28 2023	1693741828	0	483	483	482
Sun Sep 03 19:50:24 2023	1693741824	0	483	483	482
Sun Sep 03 19:50:30 2023	1693741830	0	483	483	482
Sun Sep 03 19:50:24 2023	1693741824	0	483	483	482
Sun Sep 03 19:50:27 2023	1693741827	0	483	483	482
Sun Sep 03 19:50:26 2023	1693741826	0	483	483	483
Sun Sep 03 19:50:26 2023	1693741826	0	483	483	483
Sun Sep 03 19:50:26 2023	1693741826	1	483	483	482
Sun Sep 03 19:50:24 2023	1693741824	0	483	484	483
Sun Sep 03 19:50:27 2023	1693741827	0	483	484	482
Sun Sep 03 19:50:26 2023	1693741826	0	483	484	483
Sun Sep 03 19:50:24 2023	1693741824	0	483	484	483
Sun Sep 03 19:50:27 2023	1693741827	0	483	484	483
Sun Sep 03 19:50:26 2023	1693741826	0	483	484	483
Sun Sep 03 19:50:30 2023	1693741830	0	483	484	483
Sun Sep 03 19:50:31 2023	1693741831	0	484	484	483
Sun Sep 03 19:50:31 2023	1693741831	0	483	484	483
Sun Sep 03 19:50:25 2023	1693741825	0	484	484	483
Sun Sep 03 19:50:27 2023	1693741827	0	484	484	483
Sun Sep 03 19:50:30 2023	1693741830	0	484	484	483
Sun Sep 03 19:50:26 2023	1693741826	0	484	484	483
Sun Sep 03 19:50:24 2023	1693741824	0	484	484	483
Sun Sep 03 19:50:24 2023	1693741824	0	484	484	483
Sun Sep 03 19:50:26 2023	1693741826	0	484	484	483
Sun Sep 03 19:50:27 2023	1693741827	0	484	484	483
Sun Sep 03 19:50:30 2023	1693741830	0	484	484	483
Sun Sep 03 19:50:25 2023	1693741825	0	484	484	483
Sun Sep 03 19:50:26 2023	1693741826	0	484	484	483
Sun Sep 03 19:50:31 2023	1693741831	0	484	484	483
Sun Sep 03 19:50:26 2023	1693741826	0	484	484	483
Sun Sep 03 19:50:26 2023	1693741826	0	484	484	483
Sun Sep 03 19:50:28 2023	1693741828	0	484	484	484
Sun Sep 03 19:50:31 2023	1693741831	0	484	484	484
Sun Sep 03 19:50:26 2023	1693741826	0	484	484	484
Sun Sep 03 19:50:27 2023	1693741827	0	484	484	484
Sun Sep 03 19:50:26 2023	1693741826	0	484	484	484
Sun Sep 03 19:50:24 2023	1693741824	0	484	484	484
Sun Sep 03 19:50:26 2023	1693741826	0	484	485	483
Sun Sep 03 19:50:28 2023	1693741828	0	484	485	484
Sun Sep 03 19:50:25 2023	1693741825	0	484	485	484
Sun Sep 03 19:50:24 2023	1693741824	0	484	485	484
Sun Sep 03 19:50:31 2023	1693741831	0	484	485	484
Sun Sep 03 19:50:24 2023	1693741824	0	484	485	484
Sun Sep 03 19:50:29 2023	1693741829	0	484	485	484
Sun Sep 03 19:50:24 2023	1693741824	0	484	485	484
Sun Sep 03 19:50:26 2023	1693741826	0	484	485	484
Sun Sep 03 19:50:30 2023	1693741830	0	485	485	484
Sun Sep 03 19:50:31 2023	1693741831	0	485	485	484
Sun Sep 03 19:50:30 2023	1693741830	0	485	485	484
Sun Sep 03 19:50:31 2023	1693741831	0	484	485	484
Sun Sep 03 19:50:27 2023	1693741827	0	485	485	484
Sun Sep 03 19:50:27 2023	1693741827	0	485	485	484
Sun Sep 03 19:50:25 2023	1693741825	0	485	485	484
Sun Sep 03 19:50:29 2023	1693741829	0	485	485	484
Sun Sep 03 19:50:30 2023	1693741830	0	485	485	484
Sun Sep 03 19:50:28 2023	1693741828	0	485	485	484
Sun Sep 03 19:50:31 2023	1693741831	0	485	485	484
Sun Sep 03 19:50:27 2023	1693741827	0	485	485	484
Sun Sep 03 19:50:24 2023	1693741824	0	485	485	484
Sun Sep 03 19:50:31 2023	1693741831	0	485	485	484
Sun Sep 03 19:50:28 2023	1693741828	0	485	485	484
Sun Sep 03 19:50:25 2023	1693741825	0	485	485	484
Sun Sep 03 19:50:28 2023	1693741828	0	485	485	484
Sun Sep 03 19:50:27 2023	1693741827	0	485	485	484
Sun Sep 03 19:50:26 2023	1693741826	0	485	485	484
Sun Sep 03 19:50:24 2023	1693741824	0	485	485	484
Sun Sep 03 19:50:30 2023	1693741830	0	485	485	484
Sun Sep 03 19:50:26 2023	1693741826	1	485	485	484
Sun Sep 03 19:50:31 2023	1693741831	0	485	485	485
Sun Sep 03 19:50:26 2023	1693741826	0	485	485	485
Sun Sep 03 19:50:31 2023	1693741831	0	485	485	485
Sun Sep 03 19:50:23 2023	1693741823	0	485	485	485
Sun Sep 03 19:50:30 2023	1693741830	0	485	486	485
Sun Sep 03 19:50:26 2023	1693741826	0	485	486	485
Sun Sep 03 19:50:26 2023	1693741826	0	485	486	485
Sun Sep 03 19:50:26 2023	1693741826	0	485	486	485
Sun Sep 03 19:50:30 2023	1693741830	0	485	486	485
Sun Sep 03 19:50:27 2023	1693741827	0	485	486	485
Sun Sep 03 19:50:28 2023	1693741828	0	486	486	485
Sun Sep 03 19:50:26 2023	1693741826	0	486	486	485
Sun Sep 03 19:50:30 2023	1693741830	0	486	486	485
Sun Sep 03 19:50:30 2023	1693741830	0	486	486	485
Sun Sep 03 19:50:24 2023	1693741824	0	486	486	485
Sun Sep 03 19:50:30 2023	1693741830	0	485	486	485
Sun Sep 03 19:50:31 2023	1693741831	0	486	486	485
Sun Sep 03 19:50:31 2023	1693741831	0	486	486	485
Sun Sep 03 19:50:29 2023	1693741829	0	486	486	485
Sun Sep 03 19:50:30 2023	1693741830	0	486	486	485
Sun Sep 03 19:50:27 2023	1693741827	0	486	486	485
Sun Sep 03 19:50:25 2023	1693741825	0	486	486	485
Sun Sep 03 19:50:31 2023	1693741831	0	486	486	485
Sun Sep 03 19:50:30 2023	1693741830	0	486	486	485
Sun Sep 03 19:50:28 2023	1693741828	0	486	486	485
Sun Sep 03 19:50:26 2023	1693741826	0	486	486	485
Sun Sep 03 19:50:24 2023	1693741824	0	486	486	485
Sun Sep 03 19:50:26 2023	1693741826	0	486	486	486
Sun Sep 03 19:50:24 2023	1693741824	0	486	486	486
Sun Sep 03 19:50:25 2023	1693741825	0	486	486	482
Sun Sep 03 19:50:26 2023	1693741826	0	486	486	485
Sun Sep 03 19:50:30 2023	1693741830	0	486	486	486
Sun Sep 03 19:50:30 2023	1693741830	0	486	486	486
Sun Sep 03 19:50:31 2023	1693741831	0	486	486	486
Sun Sep 03 19:50:26 2023	1693741826	0	486	486	486
Sun Sep 03 19:50:24 2023	1693741824	0	486	486	486
Sun Sep 03 19:50:24 2023	1693741824	0	486	486	486
Sun Sep 03 19:50:26 2023	1693741826	0	486	487	486
Sun Sep 03 19:50:24 2023	1693741824	0	486	487	486
Sun Sep 03 19:50:30 2023	1693741830	0	487	487	486
Sun Sep 03 19:50:30 2023	1693741830	0	487	487	486
Sun Sep 03 19:50:26 2023	1693741826	0	487	487	486
Sun Sep 03 19:50:30 2023	1693741830	1	486	487	486
Sun Sep 03 19:50:25 2023	1693741825	0	487	487	486
Sun Sep 03 19:50:26 2023	1693741826	0	487	487	486
Sun Sep 03 19:50:30 2023	1693741830	0	487	487	487
Sun Sep 03 19:50:29 2023	1693741829	0	487	487	486
Sun Sep 03 19:50:26 2023	1693741826	0	487	487	487
Sun Sep 03 19:50:30 2023	1693741830	0	487	487	486
Sun Sep 03 19:50:24 2023	1693741824	0	487	487	486
Sun Sep 03 19:50:26 2023	1693741826	0	487	487	486
Sun Sep 03 19:50:31 2023	1693741831	0	487	487	487
Sun Sep 03 19:50:26 2023	1693741826	0	487	487	487
Sun Sep 03 19:50:27 2023	1693741827	0	487	488	487
Sun Sep 03 19:50:26 2023	1693741826	0	487	488	487
Sun Sep 03 19:50:26 2023	1693741826	0	487	488	487
Sun Sep 03 19:50:24 2023	1693741824	0	487	488	487
Sun Sep 03 19:50:31 2023	1693741831	0	487	488	487
Sun Sep 03 19:50:31 2023	1693741831	0	488	488	487
Sun Sep 03 19:50:25 2023	1693741825	0	487	488	487
Sun Sep 03 19:50:24 2023	1693741824	0	488	488	487
Sun Sep 03 19:50:29 2023	1693741829	0	488	488	487
Sun Sep 03 19:50:30 2023	1693741830	0	488	488	487
Sun Sep 03 19:50:25 2023	1693741825	0	488	488	487
Sun Sep 03 19:50:28 2023	1693741828	0	487	488	487
Sun Sep 03 19:50:30 2023	1693741830	0	488	488	487
Sun Sep 03 19:50:30 2023	1693741830	0	488	488	487
Sun Sep 03 19:50:30 2023	1693741830	0	488	488	487
Sun Sep 03 19:50:23 2023	1693741823	1	488	488	487
Sun Sep 03 19:50:25 2023	1693741825	0	488	488	488
Sun Sep 03 19:50:25 2023	1693741825	0	488	488	488
Sun Sep 03 19:50:30 2023	1693741830	0	488	488	488
Sun Sep 03 19:50:24 2023	1693741824	0	488	488	488
Sun Sep 03 19:50:26 2023	1693741826	0	488	488	488
Sun Sep 03 19:50:24 2023	1693741824	0	488	488	488
Sun Sep 03 19:50:27 2023	1693741827	0	488	488	488
Sun Sep 03 19:50:24 2023	1693741824	0	488	489	488
Sun Sep 03 19:50:26 2023	1693741826	0	488	489	488
Sun Sep 03 19:50:25 2023	1693741825	0	488	489	488
Sun Sep 03 19:50:28 2023	1693741828	0	489	489	488
Sun Sep 03 19:50:26 2023	1693741826	0	488	489	488
Sun Sep 03 19:50:31 2023	1693741831	0	489	489	488
Sun Sep 03 19:50:30 2023	1693741830	0	489	489	488
Sun Sep 03 19:50:25 2023	1693741825	0	488	489	488
Sun Sep 03 19:50:26 2023	1693741826	0	488	489	488
Sun Sep 03 19:50:24 2023	1693741824	0	488	489	488
Sun Sep 03 19:50:25 2023	1693741825	0	489	489	488
Sun Sep 03 19:50:26 2023	1693741826	0	489	489	488
Sun Sep 03 19:50:30 2023	1693741830	0	489	489	488
Sun Sep 03 19:50:24 2023	1693741824	1	488	489	488
Sun Sep 03 19:50:30 2023	1693741830	0	489	489	488
Sun Sep 03 19:50:24 2023	1693741824	0	489	489	488
Sun Sep 03 19:50:26 2023	1693741826	0	489	489	488
Sun Sep 03 19:50:30 2023	1693741830	0	489	489	488
Sun Sep 03 19:50:25 2023	1693741825	0	489	489	488
Sun Sep 03 19:50:31 2023	1693741831	0	489	489	488
Sun Sep 03 19:50:26 2023	1693741826	0	489	489	488
Sun Sep 03 19:50:24 2023	1693741824	0	489	489	488
Sun Sep 03 19:50:28 2023	1693741828	0	489	489	488
Sun Sep 03 19:50:23 2023	1693741823	0	489	489	488
Sun Sep 03 19:50:30 2023	1693741830	0	489	489	488
Sun Sep 03 19:50:26 2023	1693741826	0	489	489	489
Sun Sep 03 19:50:30 2023	1693741830	0	489	489	489
Sun Sep 03 19:50:26 2023	1693741826	0	489	489	489
Sun Sep 03 19:50:30 2023	1693741830	0	489	489	489
Sun Sep 03 19:50:30 2023	1693741830	0	489	489	488
Sun Sep 03 19:50:25 2023	1693741825	0	489	489	489
Sun Sep 03 19:50:31 2023	1693741831	0	489	489	489
Sun Sep 03 19:50:30 2023	1693741830	0	489	489	489
Sun Sep 03 19:50:31 2023	1693741831	0	489	490	489
Sun Sep 03 19:50:31 2023	1693741831	0	489	490	489
Sun Sep 03 19:50:24 2023	1693741824	0	489	490	489
Sun Sep 03 19:50:25 2023	1693741825	0	489	490	489
Sun Sep 03 19:50:28 2023	1693741828	1	489	490	489
Sun Sep 03 19:50:26 2023	1693741826	0	489	490	489
Sun Sep 03 19:50:27 2023	1693741827	0	490	490	489
Sun Sep 03 19:50:26 2023	1693741826	0	490	490	489
Sun Sep 03 19:50:26 2023	1693741826	0	490	490	489
Sun Sep 03 19:50:27 2023	1693741827	0	489	490	489
Sun Sep 03 19:50:27 2023	1693741827	0	490	490	489
Sun Sep 03 19:50:31 2023	1693741831	0	490	490	489
Sun Sep 03 19:50:28 2023	1693741828	0	490	490	489
Sun Sep 03 19:50:26 2023	1693741826	0	490	490	489
Sun Sep 03 19:50:31 2023	1693741831	0	490	490	489
Sun Sep 03 19:50:30 2023	1693741830	0	490	490	489
Sun Sep 03 19:50:31 2023	1693741831	0	490	490	489
Sun Sep 03 19:50:26 2023	1693741826	0	490	490	489
Sun Sep 03 19:50:30 2023	1693741830	0	490	490	489
Sun Sep 03 19:50:24 2023	1693741824	0	490	490	489
Sun Sep 03 19:50:26 2023	1693741826	0	490	490	490
Sun Sep 03 19:50:29 2023	1693741829	0	490	490	490
Sun Sep 03 19:50:24 2023	1693741824	0	490	490	490
Sun Sep 03 19:50:28 2023	1693741828	0	490	490	490
Sun Sep 03 19:50:30 2023	1693741830	0	490	490	490
Sun Sep 03 19:50:27 2023	1693741827	0	490	490	490
Sun Sep 03 19:50:22 2023	1693741822	1	490	490	489
Sun Sep 03 19:50:30 2023	1693741830	0	490	490	489
Sun Sep 03 19:50:28 2023	1693741828	0	490	490	490
Sun Sep 03 19:50:26 2023	1693741826	0	490	490	490
Sun Sep 03 19:50:31 2023	1693741831	0	490	490	490
Sun Sep 03 19:50:30 2023	1693741830	0	490	490	490
Sun Sep 03 19:50:30 2023	1693741830	0	490	490	490
Sun Sep 03 19:50:30 2023	1693741830	0	490	490	490
Sun Sep 03 19:50:31 2023	1693741831	0	490	490	490
Sun Sep 03 19:50:27 2023	1693741827	0	490	490	490
Sun Sep 03 19:50:26 2023	1693741826	0	490	491	490
Sun Sep 03 19:50:26 2023	1693741826	0	490	491	490
Sun Sep 03 19:50:27 2023	1693741827	0	491	491	490
Sun Sep 03 19:50:26 2023	1693741826	0	491	491	490
Sun Sep 03 19:50:28 2023	1693741828	0	491	491	490
Sun Sep 03 19:50:26 2023	1693741826	0	490	491	489
Sun Sep 03 19:50:24 2023	1693741824	0	491	491	490
Sun Sep 03 19:50:24 2023	1693741824	0	491	491	490
Sun Sep 03 19:50:26 2023	1693741826	0	491	491	490
Sun Sep 03 19:50:30 2023	1693741830	0	491	491	490
Sun Sep 03 19:50:25 2023	1693741825	0	491	491	490
Sun Sep 03 19:50:28 2023	1693741828	0	491	491	490
Sun Sep 03 19:50:26 2023	1693741826	0	491	491	490
Sun Sep 03 19:50:24 2023	1693741824	0	491	491	490
Sun Sep 03 19:50:23 2023	1693741823	1	490	491	490
Sun Sep 03 19:50:26 2023	1693741826	0	491	491	491
Sun Sep 03 19:50:27 2023	1693741827	0	491	491	490
Sun Sep 03 19:50:24 2023	1693741824	0	491	491	490
Sun Sep 03 19:50:24 2023	1693741824	1	491	491	490
Sun Sep 03 19:50:31 2023	1693741831	1	490	491	490
Sun Sep 03 19:50:26 2023	1693741826	0	491	491	490
Sun Sep 03 19:50:24 2023	1693741824	0	491	491	491
Sun Sep 03 19:50:27 2023	1693741827	0	491	491	491
Sun Sep 03 19:50:28 2023	1693741828	0	491	491	491
Sun Sep 03 19:50:28 2023	1693741828	0	491	491	491
Sun Sep 03 19:50:29 2023	1693741829	0	491	491	491
Sun Sep 03 19:50:26 2023	1693741826	0	491	491	491
Sun Sep 03 19:50:24 2023	1693741824	0	491	491	491
Sun Sep 03 19:50:26 2023	1693741826	0	491	492	491
Sun Sep 03 19:50:30 2023	1693741830	0	491	492	491
Sun Sep 03 19:50:26 2023	1693741826	0	491	492	491
Sun Sep 03 19:50:26 2023	1693741826	0	492	492	491
Sun Sep 03 19:50:26 2023	1693741826	0	492	492	491
Sun Sep 03 19:50:30 2023	1693741830	0	492	492	491
Sun Sep 03 19:50:24 2023	1693741824	0	492	492	491
Sun Sep 03 19:50:30 2023	1693741830	0	492	492	491
Sun Sep 03 19:50:27 2023	1693741827	0	492	492	491
Sun Sep 03 19:50:30 2023	1693741830	1	491	492	491
Sun Sep 03 19:50:30 2023	1693741830	0	492	492	491
Sun Sep 03 19:50:30 2023	1693741830	0	492	492	491
Sun Sep 03 19:50:24 2023	1693741824	0	492	492	491
Sun Sep 03 19:50:28 2023	1693741828	0	492	492	491
Sun Sep 03 19:50:26 2023	1693741826	0	492	492	491
Sun Sep 03 19:50:28 2023	1693741828	0	492	492	491
Sun Sep 03 19:50:31 2023	1693741831	0	492	492	491
Sun Sep 03 19:50:24 2023	1693741824	0	492	492	492
Sun Sep 03 19:50:26 2023	1693741826	0	492	492	492
Sun Sep 03 19:50:27 2023	1693741827	0	492	492	491
Sun Sep 03 19:50:31 2023	1693741831	0	492	492	491
Sun Sep 03 19:50:26 2023	1693741826	0	492	492	491
Sun Sep 03 19:50:26 2023	1693741826	0	492	492	492
Sun Sep 03 19:50:30 2023	1693741830	0	492	492	492
Sun Sep 03 19:50:24 2023	1693741824	0	492	492	492
Sun Sep 03 19:50:30 2023	1693741830	0	492	492	492
Sun Sep 03 19:50:25 2023	1693741825	0	492	493	491
Sun Sep 03 19:50:25 2023	1693741825	0	492	493	492
Sun Sep 03 19:50:26 2023	1693741826	0	492	493	492
Sun Sep 03 19:50:27 2023	1693741827	0	492	493	492
Sun Sep 03 19:50:27 2023	1693741827	0	492	493	492
Sun Sep 03 19:50:27 2023	1693741827	0	493	493	492
Sun Sep 03 19:50:31 2023	1693741831	0	492	493	492
Sun Sep 03 19:50:24 2023	1693741824	0	492	493	492
Sun Sep 03 19:50:28 2023	1693741828	0	493	493	492
Sun Sep 03 19:50:24 2023	1693741824	0	492	493	492
Sun Sep 03 19:50:30 2023	1693741830	0	492	493	492
Sun Sep 03 19:50:27 2023	1693741827	0	493	493	492
Sun Sep 03 19:50:30 2023	1693741830	0	493	493	492
Sun Sep 03 19:50:28 2023	1693741828	0	493	493	492
Sun Sep 03 19:50:28 2023	1693741828	0	493	493	492
Sun Sep 03 19:50:27 2023	1693741827	0	493	493	492
Sun Sep 03 19:50:27 2023	1693741827	0	493	493	493
Sun Sep 03 19:50:28 2023	1693741828	0	493	493	492
Sun Sep 03 19:50:31 2023	1693741831	0	493	493	493
Sun Sep 03 19:50:25 2023	1693741825	0	493	493	492
Sun Sep 03 19:50:26 2023	1693741826	0	493	493	492
Sun Sep 03 19:50:25 2023	1693741825	0	493	493	492
Sun Sep 03 19:50:30 2023	1693741830	0	493	493	493
Sun Sep 03 19:50:27 2023	1693741827	0	493	493	493
Sun Sep 03 19:50:26 2023	1693741826	0	493	493	492
Sun Sep 03 19:50:28 2023	1693741828	0	493	493	491
Sun Sep 03 19:50:25 2023	1693741825	0	493	493	493
Sun Sep 03 19:50:27 2023	1693741827	0	493	493	493
Sun Sep 03 19:50:26 2023	1693741826	0	493	493	493
Sun Sep 03 19:50:24 2023	1693741824	0	493	494	493
Sun Sep 03 19:50:28 2023	1693741828	0	493	494	493
Sun Sep 03 19:50:25 2023	1693741825	0	493	494	493
Sun Sep 03 19:50:28 2023	1693741828	0	493	494	493
Sun Sep 03 19:50:31 2023	1693741831	0	493	494	493
Sun Sep 03 19:50:26 2023	1693741826	0	494	494	493
Sun Sep 03 19:50:28 2023	1693741828	0	494	494	493
Sun Sep 03 19:50:30 2023	1693741830	0	493	494	493
Sun Sep 03 19:50:29 2023	1693741829	0	493	494	493
Sun Sep 03 19:50:28 2023	1693741828	0	494	494	493
Sun Sep 03 19:50:29 2023	1693741829	0	494	494	493
Sun Sep 03 19:50:26 2023	1693741826	0	494	494	493
Sun Sep 03 19:50:25 2023	1693741825	0	494	494	493
Sun Sep 03 19:50:27 2023	1693741827	0	494	494	493
Sun Sep 03 19:50:26 2023	1693741826	0	494	494	493
Sun Sep 03 19:50:28 2023	1693741828	0	494	494	493
Sun Sep 03 19:50:30 2023	1693741830	0	494	494	493
Sun Sep 03 19:50:31 2023	1693741831	0	494	494	493
Sun Sep 03 19:50:26 2023	1693741826	0	494	494	493
Sun Sep 03 19:50:24 2023	1693741824	0	494	494	493
Sun Sep 03 19:50:31 2023	1693741831	0	494	494	493
Sun Sep 03 19:50:31 2023	1693741831	0	494	494	493
Sun Sep 03 19:50:25 2023	1693741825	0	494	494	493
Sun Sep 03 19:50:31 2023	1693741831	0	494	494	493
Sun Sep 03 19:50:26 2023	1693741826	0	494	494	494
Sun Sep 03 19:50:31 2023	1693741831	0	494	494	493
Sun Sep 03 19:50:28 2023	1693741828	0	494	494	493
Sun Sep 03 19:50:26 2023	1693741826	0	494	494	494
Sun Sep 03 19:50:27 2023	1693741827	0	494	494	493
Sun Sep 03 19:50:26 2023	1693741826	0	494	494	494
Sun Sep 03 19:50:30 2023	1693741830	0	494	494	494
Sun Sep 03 19:50:27 2023	1693741827	0	494	494	493
Sun Sep 03 19:50:24 2023	1693741824	0	494	494	493
Sun Sep 03 19:50:27 2023	1693741827	0	494	494	494
Sun Sep 03 19:50:29 2023	1693741829	0	494	495	494
Sun Sep 03 19:50:26 2023	1693741826	0	494	495	494
Sun Sep 03 19:50:25 2023	1693741825	0	494	495	494
Sun Sep 03 19:50:28 2023	1693741828	0	494	495	494
Sun Sep 03 19:50:28 2023	1693741828	0	494	495	494
Sun Sep 03 19:50:27 2023	1693741827	0	495	495	494
Sun Sep 03 19:50:28 2023	1693741828	0	494	495	494
Sun Sep 03 19:50:25 2023	1693741825	0	495	495	494
Sun Sep 03 19:50:27 2023	1693741827	0	495	495	494
Sun Sep 03 19:50:31 2023	1693741831	2	493	495	492
Sun Sep 03 19:50:27 2023	1693741827	0	495	495	494
Sun Sep 03 19:50:23 2023	1693741823	1	494	495	493
Sun Sep 03 19:50:29 2023	1693741829	0	495	495	494
Sun Sep 03 19:50:30 2023	1693741830	0	495	495	494
Sun Sep 03 19:50:25 2023	1693741825	0	495	495	494
Sun Sep 03 19:50:26 2023	1693741826	0	495	495	494
Sun Sep 03 19:50:25 2023	1693741825	0	495	495	494
Sun Sep 03 19:50:28 2023	1693741828	0	495	495	494
Sun Sep 03 19:50:25 2023	1693741825	0	495	495	494
Sun Sep 03 19:50:24 2023	1693741824	0	495	495	495
Sun Sep 03 19:50:24 2023	1693741824	0	495	495	495
Sun Sep 03 19:50:24 2023	1693741824	0	495	495	494
Sun Sep 03 19:50:30 2023	1693741830	0	495	495	495
Sun Sep 03 19:50:27 2023	1693741827	0	495	495	495
Sun Sep 03 19:50:24 2023	1693741824	0	495	495	495
Sun Sep 03 19:50:29 2023	1693741829	1	495	495	494
Sun Sep 03 19:50:24 2023	1693741824	0	495	495	495
Sun Sep 03 19:50:30 2023	1693741830	0	495	495	494
Sun Sep 03 19:50:26 2023	1693741826	0	495	495	495
Sun Sep 03 19:50:29 2023	1693741829	0	495	495	494
Sun Sep 03 19:50:23 2023	1693741823	1	495	495	495
Sun Sep 03 19:50:28 2023	1693741828	0	495	495	495
Sun Sep 03 19:50:23 2023	1693741823	0	495	495	495
Sun Sep 03 19:50:26 2023	1693741826	1	495	495	494
Sun Sep 03 19:50:27 2023	1693741827	0	495	495	495
Sun Sep 03 19:50:31 2023	1693741831	0	495	495	495
Sun Sep 03 19:50:28 2023	1693741828	0	495	495	495
Sun Sep 03 19:50:30 2023	1693741830	0	495	496	495
Sun Sep 03 19:50:27 2023	1693741827	0	495	496	495
Sun Sep 03 19:50:24 2023	1693741824	0	495	496	495
Sun Sep 03 19:50:26 2023	1693741826	0	495	496	495
Sun Sep 03 19:50:31 2023	1693741831	0	496	496	495
Sun Sep 03 19:50:30 2023	1693741830	0	496	496	495
Sun Sep 03 19:50:29 2023	1693741829	0	495	496	494
Sun Sep 03 19:50:31 2023	1693741831	0	496	496	495
Sun Sep 03 19:50:27 2023	1693741827	0	496	496	495
Sun Sep 03 19:50:31 2023	1693741831	0	496	496	495
Sun Sep 03 19:50:28 2023	1693741828	0	496	496	495
Sun Sep 03 19:50:26 2023	1693741826	0	496	496	495
Sun Sep 03 19:50:28 2023	1693741828	0	496	496	495
Sun Sep 03 19:50:24 2023	1693741824	1	495	496	495
Sun Sep 03 19:50:24 2023	1693741824	0	496	496	495
Sun Sep 03 19:50:28 2023	1693741828	0	496	496	495
Sun Sep 03 19:50:24 2023	1693741824	0	496	496	495
Sun Sep 03 19:50:27 2023	1693741827	0	496	496	495
Sun Sep 03 19:50:30 2023	1693741830	0	496	496	495
Sun Sep 03 19:50:28 2023	1693741828	0	496	496	495
Sun Sep 03 19:50:27 2023	1693741827	0	496	496	496
Sun Sep 03 19:50:29 2023	1693741829	0	496	496	495
Sun Sep 03 19:50:29 2023	1693741829	0	496	496	495
Sun Sep 03 19:50:24 2023	1693741824	0	496	496	496
Sun Sep 03 19:50:31 2023	1693741831	0	496	496	496
Sun Sep 03 19:50:23 2023	1693741823	0	496	496	495
Sun Sep 03 19:50:24 2023	1693741824	0	496	496	496
Sun Sep 03 19:50:25 2023	1693741825	0	496	496	496
Sun Sep 03 19:50:25 2023	1693741825	0	496	496	496
Sun Sep 03 19:50:26 2023	1693741826	0	496	496	496
Sun Sep 03 19:50:25 2023	1693741825	0	496	496	496
Sun Sep 03 19:50:26 2023	1693741826	0	496	497	496
Sun Sep 03 19:50:24 2023	1693741824	0	496	497	496
Sun Sep 03 19:50:31 2023	1693741831	0	496	497	496
Sun Sep 03 19:50:27 2023	1693741827	0	496	497	496
Sun Sep 03 19:50:27 2023	1693741827	0	496	497	496
Sun Sep 03 19:50:26 2023	1693741826	0	496	497	496
Sun Sep 03 19:50:29 2023	1693741829	0	497	497	496
Sun Sep 03 19:50:24 2023	1693741824	0	497	497	496
Sun Sep 03 19:50:23 2023	1693741823	0	496	497	496
Sun Sep 03 19:50:23 2023	1693741823	0	497	497	496
Sun Sep 03 19:50:25 2023	1693741825	0	497	497	496
Sun Sep 03 19:50:28 2023	1693741828	0	497	497	496
Sun Sep 03 19:50:27 2023	1693741827	0	497	497	496
Sun Sep 03 19:50:24 2023	1693741824	0	497	497	496
Sun Sep 03 19:50:26 2023	1693741826	0	497	497	496
Sun Sep 03 19:50:28 2023	1693741828	0	497	497	496
Sun Sep 03 19:50:27 2023	1693741827	0	497	497	496
Sun Sep 03 19:50:26 2023	1693741826	0	497	497	497
Sun Sep 03 19:50:24 2023	1693741824	1	497	497	496
Sun Sep 03 19:50:23 2023	1693741823	0	497	497	496
Sun Sep 03 19:50:24 2023	1693741824	0	497	497	497
Sun Sep 03 19:50:24 2023	1693741824	0	497	497	497
Sun Sep 03 19:50:27 2023	1693741827	0	497	497	497
Sun Sep 03 19:50:26 2023	1693741826	0	497	497	496
Sun Sep 03 19:50:25 2023	1693741825	0	497	497	496
Sun Sep 03 19:50:25 2023	1693741825	0	497	497	497
Sun Sep 03 19:50:25 2023	1693741825	0	497	497	497
Sun Sep 03 19:50:25 2023	1693741825	0	497	498	496
Sun Sep 03 19:50:27 2023	1693741827	0	497	498	497
Sun Sep 03 19:50:28 2023	1693741828	0	497	498	497
Sun Sep 03 19:50:29 2023	1693741829	0	497	498	497
Sun Sep 03 19:50:25 2023	1693741825	0	497	498	497
Sun Sep 03 19:50:25 2023	1693741825	0	497	498	497
Sun Sep 03 19:50:25 2023	1693741825	0	498	498	497
Sun Sep 03 19:50:26 2023	1693741826	0	498	498	497
Sun Sep 03 19:50:27 2023	1693741827	0	498	498	497
Sun Sep 03 19:50:28 2023	1693741828	0	498	498	497
